timestamp,lat,lon,alt_m,speed_kmh,course_deg,hdop,sats
2025-09-19T14:24:28Z,48.779574,2.044209,163.0,5.65,258.4,0.97,9
2025-09-19T14:24:29Z,48.779573,2.044169,163.3,11.76,271.7,0.97,9
2025-09-19T14:24:30Z,48.779584,2.044118,164.1,16.13,281.7,0.97,9
2025-09-19T14:24:31Z,48.779616,2.044059,164.4,22.26,304.9,1.31,9
2025-09-19T14:24:32Z,48.779659,2.043992,165.1,25.82,320.1,1.31,8
2025-09-19T14:24:33Z,48.779712,2.043931,165.9,26.69,322.4,1.31,8
2025-09-19T14:24:34Z,48.779765,2.043873,166.7,26.47,323.3,1.31,9
2025-09-19T14:24:35Z,48.779814,2.043814,167.2,25.06,323.6,1.31,8
2025-09-19T14:24:36Z,48.779856,2.043758,167.9,22.50,319.6,1.15,8
2025-09-19T14:24:37Z,48.779889,2.043702,169.6,19.61,312.4,0.97,9
2025-09-19T14:24:38Z,48.779918,2.043653,170.0,15.09,310.0,0.97,9
2025-09-19T14:24:39Z,48.779941,2.043605,169.3,13.56,303.1,0.97,9
2025-09-19T14:24:40Z,48.779966,2.043553,168.3,17.59,303.9,0.97,9
2025-09-19T14:24:41Z,48.780001,2.043501,168.8,21.37,321.9,1.15,9
2025-09-19T14:24:42Z,48.780050,2.043471,168.6,22.95,343.8,1.15,8
2025-09-19T14:24:43Z,48.780103,2.043460,168.8,21.85,353.4,0.97,9
2025-09-19T14:24:44Z,48.780153,2.043448,168.7,19.52,351.8,0.97,9
2025-09-19T14:24:45Z,48.780190,2.043414,169.3,17.67,332.9,0.97,9
2025-09-19T14:24:46Z,48.780215,2.043366,168.3,16.13,297.5,0.97,9
2025-09-19T14:24:47Z,48.780214,2.043308,167.2,15.43,260.9,1.15,9
2025-09-19T14:24:48Z,48.780191,2.043275,166.3,15.17,234.8,1.15,9
2025-09-19T14:24:49Z,48.780152,2.043275,165.5,18.15,176.1,0.97,9
2025-09-19T14:24:50Z,48.780108,2.043306,164.0,22.96,150.6,0.97,9
2025-09-19T14:24:51Z,48.780060,2.043360,162.8,27.24,143.5,0.97,9
2025-09-19T14:24:52Z,48.780001,2.043423,162.0,30.85,147.0,1.15,9
2025-09-19T14:24:53Z,48.779933,2.043488,161.5,34.28,147.4,1.15,9
2025-09-19T14:24:54Z,48.779864,2.043560,161.4,33.80,144.1,1.39,9
2025-09-19T14:24:55Z,48.779798,2.043637,161.2,33.28,141.0,1.39,7
2025-09-19T14:24:56Z,48.779733,2.043715,161.2,33.47,142.0,1.39,7
2025-09-19T14:24:57Z,48.779666,2.043793,161.1,34.00,142.3,1.15,8
2025-09-19T14:24:58Z,48.779596,2.043872,161.0,34.35,142.4,1.15,8
2025-09-19T14:24:59Z,48.779526,2.043952,160.6,35.19,143.4,1.19,8
2025-09-19T14:25:00Z,48.779454,2.044029,160.6,35.35,144.1,0.99,8
2025-09-19T14:25:01Z,48.779376,2.044101,161.4,35.61,142.5,1.19,7
2025-09-19T14:25:02Z,48.779305,2.044183,161.7,36.41,142.7,0.99,8
2025-09-19T14:25:03Z,48.779233,2.044269,161.5,35.74,142.5,0.98,8
2025-09-19T14:25:04Z,48.779163,2.044351,160.9,35.30,142.5,1.19,9
2025-09-19T14:25:05Z,48.779093,2.044435,160.7,35.82,142.7,1.19,7
2025-09-19T14:25:06Z,48.779022,2.044517,160.5,35.69,142.1,1.15,8
2025-09-19T14:25:07Z,48.778952,2.044598,160.6,35.39,144.8,1.39,8
2025-09-19T14:25:08Z,48.778880,2.044678,161.2,35.63,143.4,1.27,8
2025-09-19T14:25:09Z,48.778808,2.044757,161.6,35.58,143.3,1.27,8
2025-09-19T14:25:10Z,48.778734,2.044840,161.2,37.19,143.1,1.15,9
2025-09-19T14:25:11Z,48.778656,2.044928,160.8,39.21,143.3,1.15,9
2025-09-19T14:25:12Z,48.778576,2.045018,160.4,40.69,143.9,1.15,8
2025-09-19T14:25:13Z,48.778492,2.045111,160.3,41.89,143.5,1.15,8
2025-09-19T14:25:14Z,48.778405,2.045210,159.9,43.93,143.0,0.97,9
2025-09-19T14:25:15Z,48.778319,2.045312,159.9,43.82,142.4,0.96,9
2025-09-19T14:25:16Z,48.778233,2.045409,159.9,42.43,143.5,0.96,9
2025-09-19T14:25:17Z,48.778149,2.045503,159.8,41.41,143.3,0.96,9
2025-09-19T14:25:18Z,48.778066,2.045599,159.5,41.78,142.6,0.96,9
2025-09-19T14:25:19Z,48.777983,2.045696,159.9,42.19,142.4,1.15,9
2025-09-19T14:25:20Z,48.777897,2.045796,159.8,43.50,142.4,1.15,8
2025-09-19T14:25:21Z,48.777809,2.045897,159.8,44.34,142.9,1.15,8
2025-09-19T14:25:22Z,48.777719,2.045996,160.1,44.50,144.0,0.96,9
2025-09-19T14:25:23Z,48.777630,2.046096,160.3,44.74,143.8,0.96,9
2025-09-19T14:25:24Z,48.777541,2.046196,160.3,44.37,143.7,0.96,9
2025-09-19T14:25:25Z,48.777454,2.046299,160.5,44.21,141.0,0.96,9
2025-09-19T14:25:26Z,48.777369,2.046400,160.2,43.10,141.9,0.96,9
2025-09-19T14:25:27Z,48.777287,2.046490,159.9,38.98,144.9,0.96,9
2025-09-19T14:25:28Z,48.777212,2.046564,159.7,35.06,149.3,1.14,9
2025-09-19T14:25:29Z,48.777136,2.046617,159.5,33.21,159.6,0.96,9
2025-09-19T14:25:30Z,48.777055,2.046641,159.4,33.21,173.1,1.15,9
2025-09-19T14:25:31Z,48.776974,2.046638,159.3,33.06,185.1,1.15,8
2025-09-19T14:25:32Z,48.776894,2.046612,159.3,32.54,195.2,0.96,9
2025-09-19T14:25:33Z,48.776815,2.046570,159.1,32.41,201.7,1.27,9
2025-09-19T14:25:34Z,48.776742,2.046522,160.0,31.84,204.8,0.96,9
2025-09-19T14:25:35Z,48.776670,2.046476,159.6,31.08,203.0,1.31,9
2025-09-19T14:25:36Z,48.776600,2.046433,159.8,29.74,201.9,1.31,9
2025-09-19T14:25:37Z,48.776540,2.046371,157.9,29.02,214.6,1.15,9
2025-09-19T14:25:38Z,48.776490,2.046293,158.0,29.09,232.5,1.15,9
2025-09-19T14:25:39Z,48.776450,2.046202,158.4,29.30,240.2,1.15,9
2025-09-19T14:25:40Z,48.776413,2.046111,158.4,28.11,239.2,1.15,9
2025-09-19T14:25:41Z,48.776370,2.046034,158.6,26.93,227.5,1.15,8
2025-09-19T14:25:42Z,48.776316,2.045978,158.6,26.13,211.6,1.15,8
2025-09-19T14:25:43Z,48.776253,2.045954,159.1,26.17,191.3,0.96,9
2025-09-19T14:25:44Z,48.776180,2.045962,158.3,30.06,171.8,0.96,9
2025-09-19T14:25:45Z,48.776099,2.045981,157.9,34.60,169.4,0.96,9
2025-09-19T14:25:46Z,48.776006,2.045983,158.1,38.13,183.3,0.96,9
2025-09-19T14:25:47Z,48.775908,2.045949,158.3,41.02,196.7,1.15,9
2025-09-19T14:25:48Z,48.775805,2.045906,158.6,43.61,195.4,0.96,9
2025-09-19T14:25:49Z,48.775695,2.045885,159.1,44.63,185.8,0.96,9
2025-09-19T14:25:50Z,48.775582,2.045889,159.8,45.54,176.7,0.96,9
2025-09-19T14:25:51Z,48.775476,2.045914,160.5,41.58,169.1,0.96,9
2025-09-19T14:25:52Z,48.775386,2.045942,161.1,36.39,167.5,1.31,9
2025-09-19T14:25:53Z,48.775306,2.045968,161.0,32.52,168.2,1.14,9
2025-09-19T14:25:54Z,48.775224,2.045996,161.7,33.60,167.7,1.14,9
2025-09-19T14:25:55Z,48.775140,2.046023,161.4,34.65,167.5,1.14,9
2025-09-19T14:25:56Z,48.775052,2.046055,161.9,36.23,166.4,1.14,9
2025-09-19T14:25:57Z,48.774964,2.046090,162.0,36.98,165.2,0.96,9
2025-09-19T14:25:58Z,48.774872,2.046115,161.9,37.89,170.9,0.96,9
2025-09-19T14:25:59Z,48.774774,2.046127,162.4,38.91,177.1,0.96,9
2025-09-19T14:26:00Z,48.774675,2.046118,162.8,39.23,185.4,0.96,9
2025-09-19T14:26:01Z,48.774581,2.046087,162.7,37.48,193.8,0.96,9
2025-09-19T14:26:02Z,48.774490,2.046051,163.3,37.00,197.0,0.96,9
2025-09-19T14:26:03Z,48.774408,2.046011,163.4,34.35,198.3,0.96,9
2025-09-19T14:26:04Z,48.774335,2.045968,163.3,30.32,202.0,0.96,9
2025-09-19T14:26:05Z,48.774271,2.045928,164.0,26.63,203.1,0.96,9
2025-09-19T14:26:06Z,48.774218,2.045893,164.5,21.59,204.1,0.96,9
2025-09-19T14:26:07Z,48.774176,2.045866,164.7,17.35,204.5,0.96,9
2025-09-19T14:26:08Z,48.774147,2.045849,165.8,10.91,203.3,0.96,9
2025-09-19T14:26:09Z,48.774134,2.045839,166.1,4.70,202.5,0.96,9
2025-09-19T14:26:38Z,48.774150,2.045819,163.7,5.74,203.1,0.96,9
2025-09-19T14:26:39Z,48.774117,2.045798,163.9,17.17,205.7,0.96,9
2025-09-19T14:26:40Z,48.774071,2.045750,164.7,24.71,220.0,0.96,9
2025-09-19T14:26:41Z,48.774031,2.045676,165.0,25.76,233.8,0.96,9
2025-09-19T14:26:42Z,48.774000,2.045596,164.9,24.11,240.0,1.15,9
2025-09-19T14:26:43Z,48.773966,2.045529,165.0,21.45,230.0,0.96,9
2025-09-19T14:26:44Z,48.773925,2.045482,165.1,19.19,215.4,1.15,9
2025-09-19T14:26:45Z,48.773881,2.045463,165.4,17.95,197.3,0.96,9
